players_ID,team_ID,name,position,field_position,Age,Nat,Height,foot,dt_joined,prev_team,contract_expires,market_value,player_page
697,21,Jeff Larentowicz,Defensive Midfield,MID,36,United States,1.86,right,2017-01-01,Los Angeles Galaxy,2020-12-31,0.24,https://www.transfermarkt.com/jeff-larentowicz/profil/spieler/24902
698,21,Emerson Hyndman,Central Midfield,MID,24,United States,1.7,right,2020-01-01,AFC Bournemouth,2022-12-31,1.42,https://www.transfermarkt.com/emerson-hyndman/profil/spieler/223047
699,21,Matheus Rossetto,Central Midfield,MID,24,Brazil,1.8,right,2020-02-03,Club Athletico Paranaense,,0.86,https://www.transfermarkt.com/matheus-rossetto/profil/spieler/445000
700,21,Mo Adams,Central Midfield,MID,23,England,1.67,-,2019-07-17,Chicago Fire FC,2020-12-31,0.38,https://www.transfermarkt.com/mo-adams/profil/spieler/349781
701,21,Manuel Castro,Right Midfield,MID,24,Uruguay,1.71,right,2020-02-12,Club Estudiantes de La Plata,2020-12-31,0.77,https://www.transfermarkt.com/manuel-castro/profil/spieler/335984
702,21,Jake Mulraney,Left Midfield,MID,24,Ireland,,left,2020-02-12,Heart of Midlothian FC,,0.38,https://www.transfermarkt.com/jake-mulraney/profil/spieler/264206
703,21,Gonzalo Martinez,Left Winger,ATT,27,Argentina,1.7,left,2019-01-24,Club Atletico River Plate,,14.16,https://www.transfermarkt.com/gonzalo-martinez/profil/spieler/281405
704,21,Ezequiel Barco,Left Winger,ATT,21,Argentina,1.67,right,2018-01-19,Club Atletico Independiente,2022-12-31,10.62,https://www.transfermarkt.com/ezequiel-barco/profil/spieler/456623
705,21,Luiz Fernando Nascimento,Left Winger,ATT,23,Brazil,1.91,-,2019-08-21,Atlanta United 2,2020-12-31,0.24,https://www.transfermarkt.com/luiz-fernando-nascimento/profil/spieler/424205
706,21,Jurgen Damm,Right Winger,ATT,27,Mexico,1.85,right,2020-07-06,Tigres UANL,,2.83,https://www.transfermarkt.com/jurgen-damm/profil/spieler/221735
707,21,Jon Gallagher,Right Winger,ATT,24,Ireland,1.75,right,2018-01-19,Notre Dame Fighting Irish (Uni. of Notre Dame),,0.35,https://www.transfermarkt.com/jon-gallagher/profil/spieler/562553
708,21,Tyler Wolff,Right Winger,ATT,17,United States,1.74,-,2020-07-02,Atlanta United Academy,,0.0,https://www.transfermarkt.com/tyler-wolff/profil/spieler/763648
709,21,Josef Martinez,Centre-Forward,ATT,27,Venezuela,1.72,right,2017-03-21,Torino FC,2023-12-31,16.52,https://www.transfermarkt.com/josef-martinez/profil/spieler/162569
710,21,Adam Jahn,Centre-Forward,ATT,29,United States,1.9,-,2020-01-21,Phoenix Rising FC,2020-12-31,0.41,https://www.transfermarkt.com/adam-jahn/profil/spieler/260858
711,21,JJ Williams,Centre-Forward,ATT,22,United States,1.93,-,2020-03-05,Columbus Crew SC,,0.24,https://www.transfermarkt.com/jj-williams/profil/spieler/644786
712,22,Kenneth Vermeer,Goalkeeper,GLK,34,Netherlands,1.82,right,2020-01-15,Feyenoord Rotterdam,2022-12-31,1.89,https://www.transfermarkt.com/kenneth-vermeer/profil/spieler/30290
713,22,Pablo Sisniega,Goalkeeper,GLK,25,Mexico,1.93,right,2019-02-18,Real Sociedad B,,0.47,https://www.transfermarkt.com/pablo-sisniega/profil/spieler/351477
714,22,Philip Ejimadu,Goalkeeper,GLK,20,United States,1.9,right,2019-02-21,Nacional Atletico Clube (SP),2020-12-31,0.15,https://www.transfermarkt.com/philip-ejimadu/profil/spieler/575370
715,22,Eddie Segura,Centre-Back,DEF,23,Colombia,1.78,right,2019-07-29,CD Atletico Huila,,1.42,https://www.transfermarkt.com/eddie-segura/profil/spieler/459466
716,22,Danilo Silva,Centre-Back,DEF,33,Brazil,1.86,right,2019-01-16,Sport Club Internacional,2020-12-31,0.71,https://www.transfermarkt.com/danilo-silva/profil/spieler/61952
717,22,Dejan Jakovic,Centre-Back,DEF,35,Canada,1.88,right,2018-01-31,New York Cosmos,2020-12-31,0.24,https://www.transfermarkt.com/dejan-jakovic/profil/spieler/77360
718,22,Antonio Leone,Centre-Back,DEF,16,Mexico,,right,2020-07-08,Los Angeles FC Academy,,0.0,https://www.transfermarkt.com/antonio-leone/profil/spieler/745454
719,22,Diego Palacios,Left-Back,DEF,21,Ecuador,1.69,left,2019-08-07,SD Aucas,,1.53,https://www.transfermarkt.com/diego-palacios/profil/spieler/425567
720,22,Mohamed El-Munir,Left-Back,DEF,28,Libya,1.77,left,2018-12-11,Orlando City SC,2020-12-31,0.65,https://www.transfermarkt.com/mohamed-el-munir/profil/spieler/202764
721,22,Jordan Harvey,Left-Back,DEF,36,United States,1.83,left,2017-12-22,Vancouver Whitecaps FC,2020-12-31,0.35,https://www.transfermarkt.com/jordan-harvey/profil/spieler/39354
722,22,Andy Najar,Right-Back,DEF,27,Honduras,1.71,right,2020-07-01,RSC Anderlecht,,1.12,https://www.transfermarkt.com/andy-najar/profil/spieler/145838
723,22,Tristan Blackmon,Right-Back,DEF,23,United States,1.86,-,2018-01-19,Pacific Tigers (Univ. of the Pacific),2022-12-31,0.41,https://www.transfermarkt.com/tristan-blackmon/profil/spieler/562383
724,22,Erik Duenas,Right-Back,DEF,15,United States,1.63,-,2020-07-08,Los Angeles FC Academy,,0.0,https://www.transfermarkt.com/erik-duenas/profil/spieler/792335
725,22,Eduard Atuesta,Defensive Midfield,MID,23,Colombia,1.8,right,2019-01-01,Independiente Medellin,2021-12-31,2.95,https://www.transfermarkt.com/eduard-atuesta/profil/spieler/469135
726,22,Francisco Ginella,Defensive Midfield,MID,21,Uruguay,1.82,right,2020-01-01,Montevideo Wanderers,2023-12-31,2.12,https://www.transfermarkt.com/francisco-ginella/profil/spieler/538091
727,22,Jose Cifuentes,Defensive Midfield,MID,21,Ecuador,1.75,-,2020-01-13,CD Universidad Catolica,2022-12-31,2.12,https://www.transfermarkt.com/jose-cifuentes/profil/spieler/450211
728,22,Alejandro Guido,Defensive Midfield,MID,26,United States,1.85,right,2019-02-27,Club Tijuana,,0.35,https://www.transfermarkt.com/alejandro-guido/profil/spieler/189883
729,22,Mark-Anthony Kaye,Central Midfield,MID,25,Canada,1.85,-,2018-02-05,Louisville City FC,2021-12-31,2.83,https://www.transfermarkt.com/mark-anthony-kaye/profil/spieler/343553
730,22,Bryce Duke,Central Midfield,MID,19,United States,1.7,-,2020-01-25,Barca Academy (Casa Grande),,0.06,https://www.transfermarkt.com/bryce-duke/profil/spieler/739675
731,22,Latif Blessing,Attacking Midfield,MID,23,Ghana,1.65,right,2017-12-12,Sporting Kansas City,2022-12-31,2.95,https://www.transfermarkt.com/latif-blessing/profil/spieler/398238
732,22,Diego Rossi,Left Winger,ATT,22,Uruguay,1.7,right,2018-01-01,CA Penarol,,12.98,https://www.transfermarkt.com/diego-rossi/profil/spieler/317454
733,22,Brian Rodriguez,Left Winger,ATT,20,Uruguay,1.73,right,2019-08-07,CA Penarol,,6.37,https://www.transfermarkt.com/brian-rodriguez/profil/spieler/465818
734,22,Carlos Vela,Right Winger,ATT,31,Mexico,1.77,left,2018-01-01,Real Sociedad,,14.16,https://www.transfermarkt.com/carlos-vela/profil/spieler/35773
735,22,Adama Diomande,Centre-Forward,ATT,30,Norway,1.8,right,2018-05-01,Hull City,2020-12-31,2.01,https://www.transfermarkt.com/adama-diomande/profil/spieler/93145
736,22,Bradley Wright-Phillips,Centre-Forward,ATT,35,England,1.73,right,2020-02-14,New York Red Bulls,,0.77,https://www.transfermarkt.com/bradley-wright-phillips/profil/spieler/28813
737,22,Adrien Perez,Centre-Forward,ATT,24,United States,1.84,-,2019-02-21,Ontario Fury (indoor),2020-12-31,0.35,https://www.transfermarkt.com/adrien-perez/profil/spieler/589774
738,22,Danny Musovski,Centre-Forward,ATT,24,United States,1.83,right,2019-12-10,Reno 1868 FC,2020-12-31,0.21,https://www.transfermarkt.com/danny-musovski/profil/spieler/562494
739,22,Christian Torres,Centre-Forward,ATT,16,United States,1.78,-,2020-07-08,Los Angeles FC Academy,,0.0,https://www.transfermarkt.com/christian-torres/profil/spieler/792334
740,23,Luis Robles,Goalkeeper,GLK,36,United States,1.85,right,2019-12-02,New York Red Bulls,2020-12-31,0.56,https://www.transfermarkt.com/luis-robles/profil/spieler/47289
741,23,John McCarthy,Goalkeeper,GLK,28,United States,1.9,-,2019-12-04,Tampa Bay Rowdies,2020-12-31,0.35,https://www.transfermarkt.com/john-mccarthy/profil/spieler/271718
742,23,Drake Callender,Goalkeeper,GLK,22,United States,1.91,-,2019-12-23,California Golden Bears (UC Berkeley),2020-12-31,0.06,https://www.transfermarkt.com/drake-callender/profil/spieler/723561
743,23,Jorge Figal,Centre-Back,DEF,26,Argentina,1.8,right,2020-01-30,Club Atletico Independiente,,5.66,https://www.transfermarkt.com/jorge-figal/profil/spieler/334055
744,23,Leandro Gonzalez Pirez,Centre-Back,DEF,28,Argentina,1.86,right,2020-07-06,Club Tijuana,,2.36,https://www.transfermarkt.com/leandro-gonzalez-pirez/profil/spieler/113130
745,23,Andres Reyes,Centre-Back,DEF,20,Colombia,1.86,right,2020-02-12,Atletico Nacional,2020-12-31,0.53,https://www.transfermarkt.com/andres-reyes/profil/spieler/582995
746,23,Christian Makoun,Centre-Back,DEF,20,Venezuela,1.81,left,2020-01-01,Zamora FC,,0.53,https://www.transfermarkt.com/christian-makoun/profil/spieler/463667
747,23,Roman Torres,Centre-Back,DEF,34,Panama,1.88,right,2019-12-29,Seattle Sounders FC,2020-12-31,0.35,https://www.transfermarkt.com/roman-torres/profil/spieler/74182
748,23,Grant Lillard,Centre-Back,DEF,24,United States,1.93,left,2019-11-14,Chicago Fire FC,,0.21,https://www.transfermarkt.com/grant-lillard/profil/spieler/570559
749,23,Ben Sweat,Left-Back,DEF,28,United States,1.88,left,2019-11-19,New York City FC,,0.89,https://www.transfermarkt.com/ben-sweat/profil/spieler/268310
750,23,Mikey Ambrose,Left-Back,DEF,26,United States,1.75,left,2019-11-26,Atlanta United FC,,0.24,https://www.transfermarkt.com/mikey-ambrose/profil/spieler/255918
751,23,Alvas Powell,Right-Back,DEF,26,Jamaica,1.82,right,2019-11-19,FC Cincinnati,,0.56,https://www.transfermarkt.com/alvas-powell/profil/spieler/189772
752,23,A. J. DeLaGarza,Right-Back,DEF,32,Guam,1.75,right,2019-12-02,Houston Dynamo,,0.47,https://www.transfermarkt.com/a-j-delagarza/profil/spieler/105997
753,23,Denso Ulysse,Right-Back,DEF,21,Haiti,1.73,-,2019-12-23,Tacoma Defiance,2020-12-31,0.18,https://www.transfermarkt.com/denso-ulysse/profil/spieler/496851
754,23,Dylan Nealis,Right-Back,DEF,21,United States,1.81,-,2020-01-09,Georgetown Hoyas (Georgetown University),,0.06,https://www.transfermarkt.com/dylan-nealis/profil/spieler/638385
755,23,Wil Trapp,Defensive Midfield,MID,27,United States,1.73,-,2020-01-31,Columbus Crew SC,,2.83,https://www.transfermarkt.com/wil-trapp/profil/spieler/199559
756,23,Victor Ulloa,Defensive Midfield,MID,28,Mexico,1.81,-,2019-11-11,FC Cincinnati,,0.65,https://www.transfermarkt.com/victor-ulloa/profil/spieler/158123
757,23,Jay Chapman,Central Midfield,MID,26,Canada,1.83,-,2019-11-13,Toronto FC,,0.47,https://www.transfermarkt.com/jay-chapman/profil/spieler/189032
758,23,David Norman Jr.,Central Midfield,MID,22,Canada,1.88,-,2019-09-03,Vancouver Whitecaps FC,,0.24,https://www.transfermarkt.com/david-norman-jr-/profil/spieler/483310
759,23,Lewis Morgan,Left Midfield,MID,23,Scotland,,-,2020-01-31,Celtic FC,,0.71,https://www.transfermarkt.com/lewis-morgan/profil/spieler/311351
760,23,Brek Shea,Left Midfield,MID,30,United States,1.9,left,2020-06-25,Without Club,2020-12-31,0.56,https://www.transfermarkt.com/brek-shea/profil/spieler/71107
761,23,Luis Argudo,Left Midfield,MID,24,United States,1.75,-,2019-11-19,Columbus Crew SC,,0.38,https://www.transfermarkt.com/luis-argudo/profil/spieler/570561
762,23,Rodolfo Pizarro,Attacking Midfield,MID,26,Mexico,1.75,right,2020-02-17,CF Monterrey,,9.44,https://www.transfermarkt.com/rodolfo-pizarro/profil/spieler/234918
763,23,Lee Nguyen,Attacking Midfield,MID,33,United States,1.72,right,2019-11-19,Los Angeles FC,,0.62,https://www.transfermarkt.com/lee-nguyen/profil/spieler/37604
764,23,George Acosta,Attacking Midfield,MID,20,United States,1.7,right,2020-01-01,Austin Bold FC,,0.18,https://www.transfermarkt.com/george-acosta/profil/spieler/370975
765,23,Matias Pellegrini,Left Winger,ATT,20,Argentina,1.76,right,2019-07-26,Club Estudiantes de La Plata,,7.91,https://www.transfermarkt.com/matias-pellegrini/profil/spieler/606267
766,23,Julian Carranza,Centre-Forward,ATT,20,Argentina,1.82,right,2019-07-26,Club Atletico Banfield,,6.37,https://www.transfermarkt.com/julian-carranza/profil/spieler/491707
767,23,Juan Agudelo,Centre-Forward,ATT,27,United States,1.85,both,2019-12-28,Toronto FC,,0.71,https://www.transfermarkt.com/juan-agudelo/profil/spieler/131171
768,23,Jerome Kiesewetter,Centre-Forward,ATT,27,United States,1.83,right,2019-11-18,El Paso Locomotive FC,,0.24,https://www.transfermarkt.com/jerome-kiesewetter/profil/spieler/94167
769,23,Robbie Robinson,Centre-Forward,ATT,21,United States,1.78,-,2020-01-09,Clemson Tigers (Clemson University),,0.12,https://www.transfermarkt.com/robbie-robinson/profil/spieler/496613
770,24,David Bingham,Goalkeeper,GLK,30,United States,1.88,-,2017-12-18,San Jose Earthquakes,2020-12-31,0.56,https://www.transfermarkt.com/david-bingham/profil/spieler/176157
771,24,Justin vom Steeg,Goalkeeper,GLK,23,United States,1.93,-,2018-03-01,Los Angeles Galaxy II,2020-12-31,0.29,https://www.transfermarkt.com/justin-vom-steeg/profil/spieler/455856
772,24,Eric Lopez,Goalkeeper,GLK,21,United States,1.9,-,2020-01-15,Los Angeles Galaxy II,,0.15,https://www.transfermarkt.com/eric-lopez/profil/spieler/332707
773,24,Daniel Steres,Centre-Back,DEF,29,United States,1.83,right,2015-12-17,Los Angeles Galaxy II,2020-12-31,0.94,https://www.transfermarkt.com/daniel-steres/profil/spieler/227909
774,24,Giancarlo Gonzalez,Centre-Back,DEF,32,Costa Rica,1.86,right,2019-04-11,Bologna FC 1909,2021-12-31,0.86,https://www.transfermarkt.com/giancarlo-gonzalez/profil/spieler/111893
775,24,Nick DePuy,Centre-Back,DEF,25,United States,1.93,-,2020-02-05,Los Angeles Galaxy II,2020-12-31,0.18,https://www.transfermarkt.com/nick-depuy/profil/spieler/482622
776,24,Emiliano Insua,Left-Back,DEF,31,Argentina,1.81,left,2020-01-02,VfB Stuttgart,2020-12-31,0.94,https://www.transfermarkt.com/emiliano-insua/profil/spieler/45599
777,24,Danilo Acosta,Left-Back,DEF,22,Honduras,1.8,-,2020-01-08,Real Salt Lake City,2020-12-31,0.29,https://www.transfermarkt.com/danilo-acosta/profil/spieler/375074
778,24,Diedie Traore,Left-Back,DEF,21,France,1.83,left,2019-03-06,Los Angeles Galaxy II,,0.24,https://www.transfermarkt.com/diedie-traore/profil/spieler/494934
779,24,Rolf Feltscher,Right-Back,DEF,29,Venezuela,1.84,right,2018-01-01,Cardiff City,2020-12-31,0.65,https://www.transfermarkt.com/rolf-feltscher/profil/spieler/52590
780,24,Julian Araujo,Right-Back,DEF,18,United States,,-,2019-03-01,Los Angeles Galaxy Academy,,0.47,https://www.transfermarkt.com/julian-araujo/profil/spieler/513970
781,24,Perry Kitchen,Defensive Midfield,MID,28,United States,1.83,right,2018-01-09,Randers FC,,0.56,https://www.transfermarkt.com/perry-kitchen/profil/spieler/131183
782,24,Carlos Harvey,Defensive Midfield,MID,20,Panama,1.84,right,2020-06-26,Los Angeles Galaxy II,2020-12-30,0.12,https://www.transfermarkt.com/carlos-harvey/profil/spieler/628806
783,24,Jonathan dos Santos,Central Midfield,MID,30,Mexico,1.72,right,2017-07-28,Villarreal CF,,1.89,https://www.transfermarkt.com/jonathan-dos-santos/profil/spieler/60445
784,24,Sebastian Lletget,Central Midfield,MID,27,United States,1.78,-,2015-05-08,West Ham United U21,,1.12,https://www.transfermarkt.com/sebastian-lletget/profil/spieler/175996
785,24,Joe Corona,Central Midfield,MID,30,United States,1.76,right,2019-03-06,Club Tijuana,,0.94,https://www.transfermarkt.com/joe-corona/profil/spieler/162940
786,24,Efrain Alvarez,Attacking Midfield,MID,18,Mexico,1.73,left,2018-03-04,Los Angeles Galaxy II,,1.06,https://www.transfermarkt.com/efrain-alvarez/profil/spieler/504113
787,24,Sacha Kljestan,Attacking Midfield,MID,34,United States,1.85,both,2019-12-11,Orlando City SC,2020-12-31,0.65,https://www.transfermarkt.com/sacha-kljestan/profil/spieler/39475
788,24,Emil Cuello,Attacking Midfield,MID,23,Argentina,1.8,-,2019-01-11,SMU Mustangs (Southern Methodist University),2020-12-31,0.35,https://www.transfermarkt.com/emil-cuello/profil/spieler/636466
789,24,Kai Koreniuk,Left Winger,ATT,22,Netherlands,1.83,right,2020-06-25,Los Angeles Galaxy II,,0.12,https://www.transfermarkt.com/kai-koreniuk/profil/spieler/315141
790,24,Jonathan Perez,Left Winger,ATT,17,Mexico,1.68,left,2020-02-21,Los Angeles Galaxy Academy,2020-12-31,0.06,https://www.transfermarkt.com/jonathan-perez/profil/spieler/694158
791,24,Cristian Pavon,Right Winger,ATT,24,Argentina,1.74,right,2019-08-08,Club Atletico Boca Juniors,2020-12-31,11.8,https://www.transfermarkt.com/cristian-pavon/profil/spieler/373170
792,24,Gordon Wild,Right Winger,ATT,24,Germany,1.79,left,2020-02-25,D.C. United,2020-12-31,0.21,https://www.transfermarkt.com/gordon-wild/profil/spieler/215765
793,24,Cameron Dunbar,Right Winger,ATT,17,United States,,both,2020-02-20,Los Angeles Galaxy Academy,,0.06,https://www.transfermarkt.com/cameron-dunbar/profil/spieler/692091
794,24,Chicharito,Centre-Forward,ATT,32,Mexico,1.75,right,2020-01-21,Sevilla FC,,8.02,https://www.transfermarkt.com/chicharito/profil/spieler/50935
795,24,Ethan Zubak,Centre-Forward,ATT,22,United States,1.88,-,2019-03-08,Los Angeles Galaxy II,,0.47,https://www.transfermarkt.com/ethan-zubak/profil/spieler/375617
796,25,Alex Bono,Goalkeeper,GLK,26,United States,1.91,-,2015-01-15,Syracuse Orange (Syracuse University),,0.86,https://www.transfermarkt.com/alex-bono/profil/spieler/272881
797,25,Quentin Westberg,Goalkeeper,GLK,34,United States,1.83,right,2019-02-25,AJ Auxerre,,0.56,https://www.transfermarkt.com/quentin-westberg/profil/spieler/33934
798,25,Kevin Silva,Goalkeeper,GLK,22,United States,1.81,-,2020-07-03,Toronto FC II,2020-12-31,0.09,https://www.transfermarkt.com/kevin-silva/profil/spieler/351503
799,25,Omar Gonzalez,Centre-Back,DEF,31,United States,1.96,right,2019-07-09,Atlas Guadalajara,,1.65,https://www.transfermarkt.com/omar-gonzalez/profil/spieler/99690
800,25,Chris Mavinga,Centre-Back,DEF,29,DR Congo,1.83,left,2017-01-31,Rubin Kazan,2022-12-31,0.94,https://www.transfermarkt.com/chris-mavinga/profil/spieler/93732
801,25,Eriq Zavaleta,Centre-Back,DEF,27,United States,1.85,right,2015-01-26,Seattle Sounders FC,,0.56,https://www.transfermarkt.com/eriq-zavaleta/profil/spieler/131193
802,25,Laurent Ciman,Centre-Back,DEF,34,Belgium,1.84,right,2019-01-01,Dijon FCO,,0.38,https://www.transfermarkt.com/laurent-ciman/profil/spieler/22338
803,25,Rocco Romeo,Centre-Back,DEF,20,Canada,1.88,both,2020-01-21,Toronto FC II,2020-12-31,0.18,https://www.transfermarkt.com/rocco-romeo/profil/spieler/468133
804,25,Julian Dunn-Johnson,Centre-Back,DEF,20,Canada,1.91,-,2018-04-13,Toronto FC II,2020-12-31,0.15,https://www.transfermarkt.com/julian-dunn-johnson/profil/spieler/494823
805,25,Justin Morrow,Left-Back,DEF,32,United States,1.73,right,2013-12-17,San Jose Earthquakes,2020-12-31,0.62,https://www.transfermarkt.com/justin-morrow/profil/spieler/145116
806,25,Auro Jr.,Right-Back,DEF,24,Brazil,1.68,right,2019-01-01,FC Sao Paulo B,2020-12-31,0.77,https://www.transfermarkt.com/auro-jr-/profil/spieler/294796
807,25,Richie Laryea,Right-Back,DEF,25,Canada,1.75,right,2019-03-21,Without Club,,0.56,https://www.transfermarkt.com/richie-laryea/profil/spieler/417348
808,25,Liam Fraser,Defensive Midfield,MID,22,Canada,1.85,-,2018-01-19,Toronto FC II,2020-12-31,0.29,https://www.transfermarkt.com/liam-fraser/profil/spieler/377109
809,25,Noble Okello,Defensive Midfield,MID,20,Canada,1.95,-,2019-01-22,Toronto FC II,,0.21,https://www.transfermarkt.com/noble-okello/profil/spieler/544025
810,25,Jonathan Osorio,Central Midfield,MID,28,Canada,1.75,both,2013-02-27,TFC Academy,,4.13,https://www.transfermarkt.com/jonathan-osorio/profil/spieler/260807
811,25,Michael Bradley,Central Midfield,MID,32,United States,1.89,right,2014-01-09,AS Roma,,1.89,https://www.transfermarkt.com/michael-bradley/profil/spieler/30593
812,25,Marky Delgado,Central Midfield,MID,25,United States,1.75,-,2014-11-19,CD Chivas USA,,0.94,https://www.transfermarkt.com/marky-delgado/profil/spieler/222565
813,25,Nick DeLeon,Right Midfield,MID,30,United States,1.77,-,2018-12-14,D.C. United,2021-12-31,1.12,https://www.transfermarkt.com/nick-deleon/profil/spieler/212979
814,25,Alejandro Pozuelo,Attacking Midfield,MID,28,Spain,1.72,both,2019-03-18,KRC Genk,,7.67,https://www.transfermarkt.com/alejandro-pozuelo/profil/spieler/188853
815,25,Pablo Piatti,Left Winger,ATT,31,Argentina,1.63,both,2020-02-07,RCD Espanyol Barcelona,2020-06-30,2.83,https://www.transfermarkt.com/pablo-piatti/profil/spieler/56067
816,25,Jacob Shaffelburg,Left Winger,ATT,20,Canada,1.81,left,2019-06-21,Toronto FC II,,0.24,https://www.transfermarkt.com/jacob-shaffelburg/profil/spieler/637632
817,25,Jayden Nelson,Left Winger,ATT,17,Canada,1.7,-,2020-01-23,Toronto FC II,,0.12,https://www.transfermarkt.com/jayden-nelson/profil/spieler/635445
818,25,Ifunanyachi Achara,Left Winger,ATT,22,Nigeria,1.78,left,2020-01-09,Georgetown Hoyas (Georgetown University),2020-12-31,0.06,https://www.transfermarkt.com/ifunanyachi-achara/profil/spieler/735809
819,25,Erickson Gallardo,Right Winger,ATT,24,Venezuela,1.67,right,2019-07-09,Zamora FC,,0.53,https://www.transfermarkt.com/erickson-gallardo/profil/spieler/331122
820,25,Tsubasa Endoh,Right Winger,ATT,26,Japan,1.7,right,2019-01-16,Toronto FC II,2020-12-31,0.53,https://www.transfermarkt.com/tsubasa-endoh/profil/spieler/417350
821,25,Griffin Dorsey,Right Winger,ATT,21,United States,1.82,right,2019-01-11,Indiana Hoosiers (Indiana University),,0.24,https://www.transfermarkt.com/griffin-dorsey/profil/spieler/405187
822,25,Jahkeele Marshall-Rutty,Right Winger,ATT,16,Canada,1.65,-,2020-01-22,Toronto FC II,2020-12-31,0.06,https://www.transfermarkt.com/jahkeele-marshall-rutty/profil/spieler/640852
823,25,Jozy Altidore,Centre-Forward,ATT,30,United States,1.85,right,2015-01-16,Sunderland AFC,2022-12-31,3.78,https://www.transfermarkt.com/jozy-altidore/profil/spieler/39378
824,25,Ayo Akinola,Centre-Forward,ATT,20,United States,1.77,-,2017-12-18,TFC Academy,2020-12-31,0.47,https://www.transfermarkt.com/ayo-akinola/profil/spieler/370979
825,25,Patrick Mullins,Centre-Forward,ATT,28,United States,1.86,-,2019-07-11,Columbus Crew SC,2020-12-31,0.41,https://www.transfermarkt.com/patrick-mullins/profil/spieler/251421
826,26,Sean Johnson,Goalkeeper,GLK,31,United States,1.9,right,2016-12-12,Atlanta United FC,,1.65,https://www.transfermarkt.com/sean-johnson/profil/spieler/126630
827,26,Brad Stuver,Goalkeeper,GLK,29,United States,1.91,-,2017-12-14,Columbus Crew SC,2020-12-31,0.24,https://www.transfermarkt.com/brad-stuver/profil/spieler/300600
828,26,Luis Barraza,Goalkeeper,GLK,23,United States,1.88,-,2019-01-11,Marquette Golden Eagles (Marquette Uni.),2020-12-31,0.06,https://www.transfermarkt.com/luis-barraza/profil/spieler/644782
829,26,Alexander Callens,Centre-Back,DEF,28,Peru,1.86,left,2017-01-25,CD Numancia,,1.12,https://www.transfermarkt.com/alexander-callens/profil/spieler/147462
830,26,Maxime Chanot,Centre-Back,DEF,30,Luxembourg,1.86,right,2016-07-16,KV Kortrijk,,0.94,https://www.transfermarkt.com/maxime-chanot/profil/spieler/89030
831,26,Sebastien Ibeagha,Centre-Back,DEF,28,United States,1.89,-,2018-02-27,San Antonio FC,2020-12-31,0.56,https://www.transfermarkt.com/sebastien-ibeagha/profil/spieler/170854
832,26,Tayvon Gray,Centre-Back,DEF,17,United States,1.73,-,2019-11-26,New York City FC Academy,,0.06,https://www.transfermarkt.com/tayvon-gray/profil/spieler/627200
833,26,Ronald Matarrita,Left-Back,DEF,26,Costa Rica,1.75,left,2016-01-16,LD Alajuelense,2020-12-31,0.94,https://www.transfermarkt.com/ronald-matarrita/profil/spieler/268273
834,26,Anton Tinnerholm,Right-Back,DEF,29,Sweden,1.76,right,2018-01-01,Malmo FF,,1.89,https://www.transfermarkt.com/anton-tinnerholm/profil/spieler/109196
835,26,Joe Scally,Right-Back,DEF,17,United States,1.79,right,2018-03-21,New York City FC Academy,,1.06,https://www.transfermarkt.com/joe-scally/profil/spieler/504153
836,26,Nicolas Acevedo,Defensive Midfield,MID,21,Uruguay,1.73,right,2020-03-02,Liverpool FC Montevideo,,1.89,https://www.transfermarkt.com/nicolas-acevedo/profil/spieler/625569
837,26,Keaton Parks,Defensive Midfield,MID,22,United States,1.93,right,2020-01-08,SL Benfica B,,1.65,https://www.transfermarkt.com/keaton-parks/profil/spieler/451860
838,26,James Sands,Defensive Midfield,MID,20,United States,1.8,-,2017-07-01,New York City FC Academy,,1.18,https://www.transfermarkt.com/james-sands/profil/spieler/393321
839,26,Justin Haak,Defensive Midfield,MID,18,United States,1.84,-,2019-01-24,New York City FC Academy,,0.24,https://www.transfermarkt.com/justin-haak/profil/spieler/610628
840,26,Juan Torres,Defensive Midfield,MID,21,United States,1.62,-,2019-01-26,KSC Lokeren,,0.18,https://www.transfermarkt.com/juan-torres/profil/spieler/368898
841,26,Alexander Ring,Central Midfield,MID,29,Finland,1.78,right,2017-02-01,1.FC Kaiserslautern,2021-12-31,1.89,https://www.transfermarkt.com/alexander-ring/profil/spieler/82113
842,26,Gudmundur Thorarinsson,Central Midfield,MID,28,Iceland,1.83,left,2020-01-28,IFK Norrkoping,,0.94,https://www.transfermarkt.com/gudmundur-thorarinsson/profil/spieler/114113
843,26,Tony Rocha,Central Midfield,MID,26,Belize,1.75,-,2018-12-12,Orlando City SC,,0.53,https://www.transfermarkt.com/tony-rocha/profil/spieler/261736
844,26,Gedion Zelalem,Central Midfield,MID,23,United States,1.8,right,2020-01-11,Sporting Kansas City,,0.24,https://www.transfermarkt.com/gedion-zelalem/profil/spieler/228370
845,26,Gary Mackay-Steven,Left Midfield,MID,29,Scotland,1.75,left,2019-07-09,Aberdeen FC,,0.8,https://www.transfermarkt.com/gary-mackay-steven/profil/spieler/78961
846,26,Maxi Moralez,Attacking Midfield,MID,33,Argentina,1.59,right,2017-02-15,Club Leon FC,2021-12-31,2.6,https://www.transfermarkt.com/maxi-moralez/profil/spieler/30687
847,26,Alexandru Mitrita,Left Winger,ATT,25,Romania,1.67,right,2019-02-04,CS U Craiova,,5.66,https://www.transfermarkt.com/alexandru-mitrita/profil/spieler/209649
